CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Location 1,Total Incidents
12/24/2015,18:00:00,4E,0 N CONKLING ST,COMMON ASSAULT,,223,SOUTHEASTERN,Baltimore Highlands,"(39.295910000000, -76.567770000000)",1
12/24/2015,18:00:00,6G,400 W LEXINGTON ST,LARCENY,,111,CENTRAL,Downtown,"(39.291310000000, -76.610100000000)",1
12/24/2015,17:30:00,3AK,1300 Herkimer,ROBBERY - STREET,KNIFE,935,SOUTHERN,Washington Village/Pigtow,"(39.281860000000, -76.637720000000)",1
12/24/2015,17:30:00,6D,0 S HIGH ST,LARCENY FROM AUTO,,211,SOUTHEASTERN,Jonestown,"(39.289520000000, -76.603840000000)",1
12/24/2015,17:00:00,6E,1800 ORLEANS ST,LARCENY,,321,EASTERN,Dunbar-Broadway,"(39.295290000000, -76.591290000000)",1
12/24/2015,17:00:00,7A,1500 BRADDISH AVE,AUTO THEFT,,723,SOUTHWESTERN,Coppin Heights/Ash-Co-Eas,"(39.305370000000, -76.660810000000)",1
12/24/2015,16:30:00,4E,200 S DURHAM ST,COMMON ASSAULT,,212,SOUTHEASTERN,Upper Fells Point,"(39.288830000000, -76.590980000000)",1
12/24/2015,16:30:00,5A,700 N MONROE ST,BURGLARY,,722,WESTERN,Midtown-Edmondson,"(39.297310000000, -76.647470000000)",1
12/24/2015,16:30:00,6J,1700 SPENCE ST,LARCENY,,831,SOUTHWESTERN,Morrell Park,"(39.269640000000, -76.652250000000)",1
12/24/2015,16:07:00,3AF,4100 AUDREY AVE,ROBBERY - STREET,FIREARM,913,SOUTHERN,Brooklyn,"(39.230280000000, -76.603560000000)",1
12/24/2015,16:00:00,5A,1500 S CHARLES ST,BURGLARY,,942,SOUTHERN,South Baltimore,"(39.272190000000, -76.614030000000)",1
12/24/2015,16:00:00,6E,1200 ASHBURTON ST,LARCENY,,814,SOUTHWESTERN,Winchester,"(39.302160000000, -76.661790000000)",1
12/24/2015,16:00:00,6E,400 S SMALLWOOD ST,LARCENY,,841,SOUTHWESTERN,Carrollton Ridge,"(39.282730000000, -76.651210000000)",1
12/24/2015,16:00:00,7A,1100 S STREEPER ST,AUTO THEFT,,232,SOUTHEASTERN,Canton,"(39.279470000000, -76.576110000000)",1
12/24/2015,16:00:00,7A,800 WICKLOW RD,AUTO THEFT,,822,SOUTHWESTERN,Rognel Heights,"(39.295970000000, -76.687860000000)",1
12/24/2015,15:45:00,3B,0 HOPKINS PL,ROBBERY - STREET,,111,CENTRAL,Downtown,"(39.288490000000, -76.617710000000)",1
12/24/2015,15:32:00,6C,2200 E MONUMENT ST,LARCENY,,321,EASTERN,CARE,"(39.298670000000, -76.585700000000)",1
12/24/2015,15:05:00,5C,800 CATHEDRAL ST,BURGLARY,,142,CENTRAL,Mount Vernon,"(39.298620000000, -76.617130000000)",1
12/24/2015,15:02:00,6D,600 CHESTER ST,LARCENY FROM AUTO,,321,EASTERN,CARE,"(39.297680000000, -76.587860000000)",1
12/24/2015,15:00:00,6C,3500 BOSTON ST,LARCENY,,233,SOUTHEASTERN,Canton Industrial Area,"(39.277050000000, -76.566940000000)",1
12/24/2015,15:00:00,6D,0 N COLLINGTON AVE,LARCENY FROM AUTO,,212,SOUTHEASTERN,Butcher's Hill,"(39.292130000000, -76.585870000000)",1
12/24/2015,14:30:00,4E,1500 MADISON AVE,COMMON ASSAULT,,132,CENTRAL,Madison Park,"(39.304960000000, -76.629230000000)",1
12/24/2015,13:01:00,6J,4400 PEN LUCY RD,LARCENY,,822,SOUTHWESTERN,Uplands,"(39.288050000000, -76.691150000000)",1
12/24/2015,12:30:00,6D,200 S EDEN ST,LARCENY FROM AUTO,,212,SOUTHEASTERN,Washington Hill,"(39.288790000000, -76.598570000000)",1
12/24/2015,12:00:00,5D,1600 BROENING HWY,BURGLARY,,243,SOUTHEASTERN,Broening Manor,"(39.274090000000, -76.543450000000)",1
12/24/2015,11:35:00,7A,ST & S MOUNT ST,AUTO THEFT,,935,SOUTHERN,New Southwest/Mount Clare,"(39.281130000000, -76.643450000000)",1
12/24/2015,11:20:00,4C,300 IMLA ST,AGG. ASSAULT,OTHER,241,SOUTHEASTERN,Bayview,"(39.290250000000, -76.539160000000)",1
12/24/2015,11:00:00,6G,600 N CAROLINE ST,LARCENY,,321,EASTERN,Dunbar-Broadway,"(39.297320000000, -76.597500000000)",1
12/24/2015,09:00:00,5A,3700 GOUGH ST,BURGLARY,,231,SOUTHEASTERN,Highlandtown,"(39.288690000000, -76.566250000000)",1
12/24/2015,09:00:00,6E,800 COOKS LN,LARCENY,,823,SOUTHWESTERN,West Hills,"(39.295570000000, -76.706110000000)",1
12/24/2015,08:30:00,3AF,900 WILDWOOD PKWY,ROBBERY - STREET,FIREARM,844,SOUTHWESTERN,Edmondson Village,"(39.298000000000, -76.683770000000)",1
12/24/2015,06:00:00,4E,200 N MONASTERY AVE,COMMON ASSAULT,,842,SOUTHWESTERN,Allendale,"(39.289570000000, -76.674330000000)",1
12/24/2015,05:03:00,8AO,900 N MOUNT ST,ARSON,FIRE,743,WESTERN,Sandtown-Winchester,"(39.299520000000, -76.644370000000)",1
12/24/2015,03:15:00,4E,1600 E EAGER ST,COMMON ASSAULT,,313,EASTERN,Gay Street,"(39.301830000000, -76.596230000000)",1
12/24/2015,03:00:00,6E,100 S LOUDON AVE,LARCENY,,843,SOUTHWESTERN,Irvington,"(39.284150000000, -76.682140000000)",1
12/24/2015,02:55:00,7A,800 E FORT AVE,AUTO THEFT,,943,SOUTHERN,Locust Point Industrial A,"(39.271510000000, -76.601020000000)",1
12/24/2015,01:55:00,6D,900 EAGER ST,LARCENY FROM AUTO,,312,EASTERN,Oldtown,"(39.301420000000, -76.604770000000)",1
12/24/2015,01:50:00,6C,2700 WASHINGTON BLVD,LARCENY,,831,SOUTHWESTERN,Morrell Park,"(39.264490000000, -76.654930000000)",1
12/24/2015,01:00:00,7A,2500 DULANY ST,AUTO THEFT,,841,SOUTHWESTERN,Millhill,"(39.281110000000, -76.656020000000)",1
12/24/2015,00:30:00,7A,100 S MONASTERY AVE,AUTO THEFT,,843,SOUTHWESTERN,Allendale,"(39.284770000000, -76.680140000000)",1
12/24/2015,00:17:00,3AJF,3500 HARLEM AVE,ROBBERY - CARJACKING,FIREARM,844,SOUTHWESTERN,Edgewood,"(39.295320000000, -76.675650000000)",1
12/24/2015,00:04:00,3AJF,1500 W FRANKLIN ST,ROBBERY - CARJACKING,FIREARM,713,WESTERN,Harlem Park,"(39.294070000000, -76.641750000000)",1
12/24/2015,00:04:00,4A,1500 W FRANKLIN ST,AGG. ASSAULT,FIREARM,713,WESTERN,Harlem Park,"(39.294070000000, -76.641750000000)",1
12/25/2015,2352,9S,4000 FREDERICK AV,SHOOTING,FIREARM,843,SOUTHWESTERN,Irvington,"(39.281790000000, -76.682200000000)",1
12/25/2015,23:53:00,4A,4000 FREDERICK AVE,AGG. ASSAULT,FIREARM,843,SOUTHWESTERN,Irvington,"(39.281790000000, -76.682200000000)",1
12/25/2015,23:46:00,4C,1700 E PRESTON ST,AGG. ASSAULT,OTHER,331,EASTERN,Broadway East,"(39.305420000000, -76.593730000000)",1
12/25/2015,23:30:00,5C,600 N BELNORD AVE,BURGLARY,,221,SOUTHEASTERN,McElderry Park,"(39.298000000000, -76.578740000000)",1
12/25/2015,23:30:00,6D,600 CATHEDRAL ST,LARCENY FROM AUTO,,142,CENTRAL,Mount Vernon,"(39.296360000000, -76.616990000000)",1
12/25/2015,23:30:00,7A,600 N BELNORD AVE,AUTO THEFT,,221,SOUTHEASTERN,McElderry Park,"(39.298000000000, -76.578740000000)",1
12/25/2015,23:00:00,7A,600 CLAYMONT AVE,AUTO THEFT,,721,WESTERN,Mosher,"(39.295000000000, -76.660700000000)",1
12/25/2015,22:30:00,6C,1800 PENNSYLVANIA AVE,LARCENY,,123,CENTRAL,Upton,"(39.304360000000, -76.635710000000)",1
12/25/2015,22:13:00,4E,1400 E BIDDLE ST,COMMON ASSAULT,,343,EASTERN,Oliver,"(39.304130000000, -76.599400000000)",1
12/25/2015,22:00:00,6D,1700 LANCASTER ST,LARCENY FROM AUTO,,213,SOUTHEASTERN,Fells Point,"(39.282600000000, -76.592830000000)",1
12/25/2015,21:58:00,4E,3700 CENTRE PL,COMMON ASSAULT,,223,SOUTHEASTERN,Baltimore Highlands,"(39.290740000000, -76.566340000000)",1
12/25/2015,21:30:00,6E,200 N PULASKI ST,LARCENY,,714,WESTERN,Penrose/Fayette Street Ou,"(39.290510000000, -76.650240000000)",1
12/25/2015,21:19:00,3AJF,1500 HOLLINS ST,ROBBERY - CARJACKING,FIREARM,933,SOUTHERN,Union Square,"(39.287450000000, -76.641120000000)",1
12/25/2015,20:27:00,3CF,2000 W BALTIMORE ST,ROBBERY - COMMERCIAL,FIREARM,714,WESTERN,Penrose/Fayette Street Ou,"(39.288100000000, -76.648880000000)",1
12/25/2015,20:14:00,3AF,1600 W SARATOGA ST,ROBBERY - STREET,FIREARM,711,WESTERN,Franklin Square,"(39.292160000000, -76.642690000000)",1
12/25/2015,20:14:00,3AF,1600 W SARATOGA ST,ROBBERY - STREET,FIREARM,711,WESTERN,Franklin Square,"(39.292160000000, -76.642690000000)",1
12/25/2015,20:14:00,3AF,1600 W SARATOGA ST,ROBBERY - STREET,FIREARM,711,WESTERN,Franklin Square,"(39.292160000000, -76.642690000000)",1
12/25/2015,20:14:00,3AF,1600 W SARATOGA ST,ROBBERY - STREET,FIREARM,711,WESTERN,Franklin Square,"(39.292160000000, -76.642690000000)",1
12/25/2015,20:14:00,3AF,1600 W SARATOGA ST,ROBBERY - STREET,FIREARM,711,WESTERN,Franklin Square,"(39.292160000000, -76.642690000000)",1
12/25/2015,20:14:00,3AF,1600 W SARATOGA ST,ROBBERY - STREET,FIREARM,711,WESTERN,Franklin Square,"(39.292160000000, -76.642690000000)",1
12/25/2015,20:00:00,6D,800 E JEFFREY ST,LARCENY FROM AUTO,,913,SOUTHERN,Brooklyn,"(39.232390000000, -76.600520000000)",1
12/25/2015,19:54:00,4E,200 S DALLAS CT,COMMON ASSAULT,,211,SOUTHEASTERN,Perkins Homes,"(39.288780000000, -76.596650000000)",1
12/25/2015,19:45:00,6G,0 N WOODINGTON RD,LARCENY,,843,SOUTHWESTERN,Irvington,"(39.286740000000, -76.686820000000)",1
12/25/2015,19:37:00,3AF,2500 W BALTIMORE ST,ROBBERY - STREET,FIREARM,842,SOUTHWESTERN,Shipley Hill,"(39.287650000000, -76.657720000000)",1
12/25/2015,19:30:00,5B,1400 FILBERT ST,BURGLARY,,911,SOUTHERN,Curtis Bay,"(39.225150000000, -76.591060000000)",1
12/25/2015,19:24:00,3JK,600 ALLENDALE ST,ROBBERY - RESIDENCE,KNIFE,844,SOUTHWESTERN,Edgewood,"(39.294580000000, -76.678390000000)",1
12/25/2015,18:55:00,4E,2300 W LANVALE ST,COMMON ASSAULT,,721,WESTERN,Evergreen Lawn,"(39.297000000000, -76.653750000000)",1
12/25/2015,18:45:00,4E,2400 WINCHESTER ST,COMMON ASSAULT,,723,WESTERN,Bridgeview/Greenlawn,"(39.301610000000, -76.656480000000)",1
12/25/2015,18:30:00,5A,800 N FREMONT AVE,BURGLARY,,123,WESTERN,Upton,"(39.298560000000, -76.634140000000)",1
12/25/2015,18:00:00,6G,3700 CHESTLE PL,LARCENY,,231,SOUTHEASTERN,Highlandtown,"(39.288190000000, -76.566350000000)",1
12/25/2015,17:40:00,6D,700 ALLENDALE ST,LARCENY FROM AUTO,,844,SOUTHWESTERN,Edgewood,"(39.296130000000, -76.678550000000)",1
12/25/2015,17:30:00,4E,400 N ATHOL AVE,COMMON ASSAULT,,822,SOUTHWESTERN,Uplands,"(39.291330000000, -76.689290000000)",1
12/25/2015,17:00:00,4E,300 S BROADWAY,COMMON ASSAULT,,213,SOUTHEASTERN,Fells Point,"(39.287420000000, -76.593630000000)",1
12/25/2015,16:50:00,6G,1300 W PRATT ST,LARCENY,,935,SOUTHERN,New Southwest/Mount Clare,"(39.285550000000, -76.638070000000)",1
12/25/2015,16:30:00,5A,1900 W FAIRMOUNT AVE,BURGLARY,,714,WESTERN,Penrose/Fayette Street Ou,"(39.288870000000, -76.647850000000)",1
12/25/2015,16:01:00,4E,1600 JOPLIN ST,COMMON ASSAULT,,243,SOUTHEASTERN,Broening Manor,"(39.274700000000, -76.537320000000)",1
12/25/2015,14:30:00,6D,300 DENISON ST,LARCENY FROM AUTO,,843,SOUTHWESTERN,Allendale,"(39.291060000000, -76.674490000000)",1
12/25/2015,13:30:00,6J,300 W PRATT ST,LARCENY,,113,CENTRAL,Downtown West,"(39.286340000000, -76.619460000000)",1
12/25/2015,13:00:00,5A,2400 ANNOR CT,BURGLARY,,921,SOUTHERN,Westport,"(39.262020000000, -76.641270000000)",1
12/25/2015,12:24:00,4C,500 N FULTON AVE,AGG. ASSAULT,OTHER,713,WESTERN,Harlem Park,"(39.294780000000, -76.645520000000)",1
12/25/2015,12:00:00,5A,1800 FREDERICK AVE,BURGLARY,,934,SOUTHERN,Carrollton Ridge,"(39.287000000000, -76.646150000000)",1
12/25/2015,11:00:00,4F,0 N HAVEN ST,ASSAULT BY THREAT,,241,SOUTHEASTERN,Kresson,"(39.292530000000, -76.562770000000)",1
12/25/2015,08:10:00,4F,2100 MCHENRY ST,ASSAULT BY THREAT,,841,SOUTHWESTERN,Carrollton Ridge,"(39.284090000000, -76.650200000000)",1
12/25/2015,07:40:00,4E,2800 FREDERICK AVE,COMMON ASSAULT,,842,SOUTHWESTERN,Carroll-South Hilton,"(39.279870000000, -76.662340000000)",1
12/25/2015,07:31:00,5A,3600 PULASKI HWY,BURGLARY,,333,EASTERN,Orangeville,"(39.296340000000, -76.567610000000)",1
12/25/2015,06:30:00,4C,5100 FLEET ST,AGG. ASSAULT,OTHER,242,SOUTHEASTERN,Greektown,"(39.286180000000, -76.552850000000)",1
12/25/2015,06:03:00,5A,100 N LUZERNE AVE,BURGLARY,,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.293680000000, -76.580570000000)",1
12/25/2015,05:53:00,5B,100 N LUZERNE AVE,BURGLARY,,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.293500000000, -76.580560000000)",1
12/25/2015,05:33:00,5B,800 S DECKER AVE,BURGLARY,,232,SOUTHEASTERN,Canton,"(39.282720000000, -76.573380000000)",1
12/25/2015,04:55:00,5A,5300 WRIGHT AVE,BURGLARY,,433,NORTHEASTERN,Armistead Gardens,"(39.303260000000, -76.550850000000)",1
12/25/2015,04:29:00,4F,700 DEACONHILL CT,ASSAULT BY THREAT,,922,SOUTHERN,Cherry Hill,"(39.247930000000, -76.619500000000)",1
12/25/2015,04:20:00,3AF,0 S ARLINGTON AVE,ROBBERY - STREET,FIREARM,932,SOUTHERN,Washington Village/Pigtow,"(39.283700000000, -76.633730000000)",1
12/25/2015,04:00:00,7A,5500 O''DONNELL ST,AUTO THEFT,,233,SOUTHEASTERN,Medford,"(39.281200000000, -76.548760000000)",1
12/25/2015,02:30:00,3AK,100 N HIGHLAND AVE,ROBBERY - STREET,KNIFE,223,SOUTHEASTERN,Baltimore Highlands,"(39.293690000000, -76.569460000000)",1
12/25/2015,02:00:00,4E,100 INTERNATIONAL DR,COMMON ASSAULT,,211,SOUTHEASTERN,Inner Harbor,"(39.282980000000, -76.601700000000)",1
12/25/2015,02:00:00,4E,100 INTERNATIONAL DR,COMMON ASSAULT,,211,SOUTHEASTERN,Inner Harbor,"(39.282980000000, -76.601700000000)",1
12/25/2015,02:00:00,4E,100 INTERNATIONAL DR,COMMON ASSAULT,,211,SOUTHEASTERN,Inner Harbor,"(39.282980000000, -76.601700000000)",1
12/25/2015,01:32:00,4B,6200 PLANTVIEW WAY,AGG. ASSAULT,KNIFE,243,SOUTHEASTERN,O'Donnell Heights,"(39.277160000000, -76.540810000000)",1
12/25/2015,01:00:00,7A,0 STONECROFT RD,AUTO THEFT,,823,SOUTHWESTERN,Westgate,"(39.281170000000, -76.709470000000)",1
12/25/2015,00:17:00,3AF,1900 W BALTIMORE ST,ROBBERY - STREET,FIREARM,714,WESTERN,Penrose/Fayette Street Ou,"(39.288180000000, -76.647200000000)",1
12/25/2015,00:15:00,6J,500 S BROADWAY,LARCENY,,213,SOUTHEASTERN,Fells Point,"(39.285420000000, -76.593440000000)",1
12/25/2015,00:01:00,6D,800 S CLINTON ST,LARCENY FROM AUTO,,232,SOUTHEASTERN,Canton,"(39.282850000000, -76.569700000000)",1
12/25/2015,00:00:00,7A,1400 WARD ST,AUTO THEFT,,932,SOUTHERN,Washington Village/Pigtow,"(39.278870000000, -76.636560000000)",1
12/25/2015,00:00:00,7A,200 N LAKEWOOD AVE,AUTO THEFT,,221,SOUTHEASTERN,McElderry Park,"(39.294850000000, -76.579250000000)",1
12/26/2015,23:19:00,4E,700 ALICEANNA ST,COMMON ASSAULT,,211,SOUTHEASTERN,Inner Harbor,"(39.282970000000, -76.602940000000)",1
12/26/2015,23:15:00,4E,3000 ARUNAH AVE,COMMON ASSAULT,,814,SOUTHWESTERN,Franklintown Road,"(39.295120000000, -76.667490000000)",1
12/26/2015,22:45:00,6C,700 WASHINGTON BLVD,LARCENY,,932,SOUTHERN,Washington Village/Pigtow,"(39.283270000000, -76.626590000000)",1
12/26/2015,22:30:00,7A,3400 E JEFFERSON ST,AUTO THEFT,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.297240000000, -76.569660000000)",1
12/26/2015,22:15:00,6D,3700 PENNINGTON AVE,LARCENY FROM AUTO,,911,SOUTHERN,Curtis Bay,"(39.231370000000, -76.589080000000)",1
12/26/2015,22:00:00,6D,1100 S KENWOOD AVE,LARCENY FROM AUTO,,232,SOUTHEASTERN,Canton,"(39.279740000000, -76.576840000000)",1
12/26/2015,22:00:00,7A,4700 FLEET ST,AUTO THEFT,,242,SOUTHEASTERN,Greektown,"(39.286040000000, -76.556450000000)",1
12/26/2015,21:49:00,4E,3100 BELMONT AVE,COMMON ASSAULT,,813,SOUTHWESTERN,Rosemont,"(39.303370000000, -76.669090000000)",1
12/26/2015,21:30:00,4E,500 ROUNDVIEW RD,COMMON ASSAULT,,922,SOUTHERN,Cherry Hill,"(39.248720000000, -76.620180000000)",1
12/26/2015,21:29:00,4E,800 W LEXINGTON ST,COMMON ASSAULT,,712,WESTERN,Poppleton,"(39.291120000000, -76.630770000000)",1
12/26/2015,21:18:00,4E,400 S VINCENT ST,COMMON ASSAULT,,935,SOUTHERN,New Southwest/Mount Clare,"(39.282920000000, -76.642800000000)",1
12/26/2015,21:10:00,4E,200 S CALHOUN ST,COMMON ASSAULT,,935,SOUTHERN,New Southwest/Mount Clare,"(39.285440000000, -76.639410000000)",1
12/26/2015,20:30:00,3AJF,1100 SCOTT ST,ROBBERY - CARJACKING,FIREARM,932,SOUTHERN,Washington Village/Pigtow,"(39.279960000000, -76.628710000000)",1
12/26/2015,20:30:00,3AJF,1100 SCOTT ST,ROBBERY - CARJACKING,FIREARM,932,SOUTHERN,Washington Village/Pigtow,"(39.279960000000, -76.628710000000)",1
12/26/2015,20:30:00,3AJO,1100 SCOTT ST,ROBBERY - CARJACKING,OTHER,932,SOUTHERN,Washington Village/Pigtow,"(39.279960000000, -76.628710000000)",1
12/26/2015,19:30:00,3AF,600 N CHAPELGATE LN,ROBBERY - STREET,FIREARM,823,SOUTHWESTERN,West Hills,"(39.293160000000, -76.705500000000)",1
12/26/2015,19:00:00,5A,1800 VINE ST,BURGLARY,,711,WESTERN,Franklin Square,"(39.290060000000, -76.646270000000)",1
12/26/2015,18:45:00,4E,400 E PRESTON ST,COMMON ASSAULT,,311,EASTERN,Johnston Square,"(39.304760000000, -76.610340000000)",1
12/26/2015,18:40:00,3B,0 S HIGH ST,ROBBERY - STREET,,211,SOUTHEASTERN,Jonestown,"(39.289500000000, -76.603710000000)",1
12/26/2015,18:37:00,6J,0 W WEST ST,LARCENY,,942,SOUTHERN,Federal Hill,"(39.275710000000, -76.614350000000)",1
12/26/2015,18:30:00,6D,2600 E FAIRMOUNT AVE,LARCENY FROM AUTO,,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.293170000000, -76.579950000000)",1
12/26/2015,18:29:00,4C,700 LINNARD ST,AGG. ASSAULT,OTHER,844,SOUTHWESTERN,Edgewood,"(39.295900000000, -76.675780000000)",1
12/26/2015,18:27:00,6G,1000 S CHARLES ST,LARCENY,,942,SOUTHERN,Federal Hill,"(39.277270000000, -76.614360000000)",1
12/26/2015,18:15:00,7A,1800 W BALTIMORE ST,AUTO THEFT,,711,WESTERN,Franklin Square,"(39.288270000000, -76.645320000000)",1
12/26/2015,18:10:00,6C,300 W LEXINGTON ST,LARCENY,,111,CENTRAL,Downtown,"(39.291500000000, -76.619790000000)",1
12/26/2015,17:28:00,6C,200 E PRATT ST,LARCENY,,112,CENTRAL,Inner Harbor,"(39.286550000000, -76.611340000000)",1
12/26/2015,17:00:00,7A,100 N STREEPER ST,AUTO THEFT,,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.294100000000, -76.577060000000)",1
12/26/2015,16:30:00,4B,3300 W BALTIMORE ST,AGG. ASSAULT,KNIFE,842,SOUTHWESTERN,Saint Josephs,"(39.285830000000, -76.672450000000)",1
12/26/2015,16:20:00,3AF,2300 E FAYETTE ST,ROBBERY - STREET,FIREARM,221,SOUTHEASTERN,Patterson Place,"(39.294370000000, -76.584010000000)",1
12/26/2015,16:00:00,5A,800 CATHEDRAL ST,BURGLARY,,142,CENTRAL,Mount Vernon,"(39.298800000000, -76.617060000000)",1
12/26/2015,16:00:00,5A,400 N BELNORD AVE,BURGLARY,,221,SOUTHEASTERN,McElderry Park,"(39.296360000000, -76.578560000000)",1
12/26/2015,16:00:00,6E,3800 6TH ST,LARCENY,,913,SOUTHERN,Brooklyn,"(39.234170000000, -76.603450000000)",1
12/26/2015,15:54:00,6C,2100 W PATAPSCO AVE,LARCENY,,923,SOUTHERN,Lakeland,"(39.251070000000, -76.644870000000)",1
12/26/2015,15:30:00,5A,100 S SCHROEDER ST,BURGLARY,,931,SOUTHERN,Hollins Market,"(39.286030000000, -76.633660000000)",1
12/26/2015,15:20:00,3B,2900 PULASKI HWY,ROBBERY - STREET,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.295170000000, -76.575950000000)",1
12/26/2015,15:20:00,3B,2900 PULASKI HWY,ROBBERY - STREET,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.295170000000, -76.575950000000)",1
12/26/2015,15:20:00,4E,2900 PULASKI HWY,COMMON ASSAULT,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.295170000000, -76.575950000000)",1
12/26/2015,15:00:00,6D,3900 MOUNTWOOD RD,LARCENY FROM AUTO,,844,SOUTHWESTERN,Edmondson Village,"(39.300810000000, -76.682800000000)",1
12/26/2015,14:09:00,4E,100 N HILTON ST,COMMON ASSAULT,,842,SOUTHWESTERN,Saint Josephs,"(39.287930000000, -76.672450000000)",1
12/26/2015,14:09:00,4E,100 N HILTON ST,COMMON ASSAULT,,842,SOUTHWESTERN,Saint Josephs,"(39.287930000000, -76.672450000000)",1
12/26/2015,14:00:00,5A,1500 BATTERY AVE,BURGLARY,,943,SOUTHERN,Riverside,"(39.272560000000, -76.609200000000)",1
12/26/2015,14:00:00,5A,1500 BATTERY AVE,BURGLARY,,943,SOUTHERN,Riverside,"(39.272560000000, -76.609200000000)",1
12/26/2015,14:00:00,5A,1500 BATTERY AVE,BURGLARY,,943,SOUTHERN,Riverside,"(39.272560000000, -76.609200000000)",1
12/26/2015,14:00:00,5F,1000 PINE HEIGHTS AVE,BURGLARY,,832,SOUTHWESTERN,Violetville,"(39.269980000000, -76.675870000000)",1
12/26/2015,14:00:00,6D,400 S EAST AVE,LARCENY FROM AUTO,,231,SOUTHEASTERN,Highlandtown,"(39.287380000000, -76.571620000000)",1
12/26/2015,14:00:00,6G,200 E CENTRE ST,LARCENY,,142,CENTRAL,Mount Vernon,"(39.296510000000, -76.612060000000)",1
12/26/2015,14:00:00,7A,100 N PORT ST,AUTO THEFT,,221,SOUTHEASTERN,Patterson Place,"(39.293820000000, -76.582730000000)",1
12/26/2015,13:10:00,4E,2000 BROENING HWY,COMMON ASSAULT,,233,SOUTHEASTERN,Canton Industrial Area,"(39.268820000000, -76.543170000000)",1
12/26/2015,1245,1F,800 W LEXINGTON ST,HOMICIDE,FIREARM,712,WESTERN,Poppleton,"(39.291050000000, -76.631190000000)",1
12/26/2015,12:34:00,6J,0 N EAST AVE,LARCENY,,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.293030000000, -76.572440000000)",1
12/26/2015,12:30:00,3B,300 S BOULDIN ST,ROBBERY - STREET,,231,SOUTHEASTERN,Highlandtown,"(39.288330000000, -76.570900000000)",1
12/26/2015,12:15:00,4E,200 MASON CT,COMMON ASSAULT,,211,SOUTHEASTERN,Perkins Homes,"(39.288900000000, -76.595980000000)",1
12/26/2015,12:00:00,6D,2700 E FAIRMOUNT AVE,LARCENY FROM AUTO,,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.293280000000, -76.578640000000)",1
12/26/2015,11:45:00,4E,600 S CONKLING ST,COMMON ASSAULT,,232,SOUTHEASTERN,Canton,"(39.285450000000, -76.567110000000)",1
12/26/2015,11:30:00,7A,900 N CENTRAL AVE,AUTO THEFT,,312,EASTERN,Oldtown,"(39.300470000000, -76.600270000000)",1
12/26/2015,11:00:00,6D,700 GRAVES ST,LARCENY FROM AUTO,,312,EASTERN,Penn-Fallsway,"(39.297920000000, -76.607920000000)",1
12/26/2015,09:45:00,4B,100 N WOLFE ST,AGG. ASSAULT,KNIFE,212,SOUTHEASTERN,Washington Hill,"(39.293110000000, -76.590590000000)",1
12/26/2015,08:30:00,6D,900 QUANTRIL WAY,LARCENY FROM AUTO,,433,NORTHEASTERN,Armistead Gardens,"(39.303240000000, -76.547230000000)",1
12/26/2015,06:30:00,5B,400 S MONROE ST,BURGLARY,,934,SOUTHERN,Carrollton Ridge,"(39.282970000000, -76.646600000000)",1
12/26/2015,06:00:00,6D,0 S EUTAW ST,LARCENY FROM AUTO,,111,CENTRAL,Downtown,"(39.288030000000, -76.620810000000)",1
12/26/2015,05:40:00,4E,900 S CAREY ST,COMMON ASSAULT,,932,SOUTHERN,Washington Village/Pigtow,"(39.282090000000, -76.637310000000)",1
12/26/2015,05:16:00,5A,700 S EATON ST,BURGLARY,,233,SOUTHEASTERN,Brewers Hill,"(39.284280000000, -76.565060000000)",1
12/26/2015,05:01:00,5A,300 S BOULDIN ST,BURGLARY,,231,SOUTHEASTERN,Highlandtown,"(39.288160000000, -76.570820000000)",1
12/26/2015,04:27:00,5A,600 N KENWOOD AVE,BURGLARY,,221,SOUTHEASTERN,McElderry Park,"(39.298150000000, -76.578040000000)",1
12/26/2015,04:20:00,5A,800 N LUZERNE AVE,BURGLARY,,323,EASTERN,Milton-Montford,"(39.300450000000, -76.581020000000)",1
12/26/2015,04:20:00,5A,800 N LUZERNE AVE,BURGLARY,,323,EASTERN,Milton-Montford,"(39.300450000000, -76.581020000000)",1
12/26/2015,04:00:00,6D,2800 E BALTIMORE ST,LARCENY FROM AUTO,,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.292230000000, -76.576720000000)",1
12/26/2015,01:33:00,3AF,200 N HIGHLAND AVE,ROBBERY - STREET,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.295050000000, -76.569620000000)",1
12/26/2015,01:10:00,7A,1000 BRANTLEY AVE,AUTO THEFT,,713,WESTERN,Harlem Park,"(39.296230000000, -76.634450000000)",1
